source,target,weight,source_name,target_name
Q312,Q372657,6,Apple Inc.,Credit Suisse
Q15589464,Q95,6,Dropbox Inc.,Google
Q1472929,Q35476,6,"Nasdaq, Inc.",AT&T
Q158205,Q905049,5,Sanofi,Shire plc
Q14772,Q478214,5,Baidu,Tesla
Q193326,Q248,5,Goldman Sachs,Intel
Q3884,Q66,5,Amazon,Boeing
Q212322,Q898750,5,GSK,Teva Pharmaceutical Industries Ltd.
Q1472929,Q7573905,5,"Nasdaq, Inc.",Spartan Motors
Q624375,Q768231,5,CVS Health,Express Scripts
Q116452644,Q2283,5,"Netflix, Inc.",Microsoft
Q1113804,Q214346,5,Comcast,Viacom
Q1472929,Q663596,5,"Nasdaq, Inc.",Gilead Sciences
Q27530,Q81965,5,Mercedes-Benz Group,General Motors
Q1113804,Q95,5,Comcast,Google
Q312,Q44294,5,Apple Inc.,Ford Motor Company
Q30273389,Q66,5,Aptar,Boeing
Q108770716,Q248,5,Samsara,Intel
Q312,Q334800,5,Apple Inc.,PepsiCo
Q193199,Q95,5,UBS,Google
Q127074,Q3067064,5,Albemarle Corporation,Sociedad Química y Minera de Chile
Q219635,Q487907,5,BlackRock,Bank of America
Q193326,Q95,5,Goldman Sachs,Google
Q3884,Q910866,5,Amazon,Humana
Q1472929,Q85769888,5,"Nasdaq, Inc.",Iovance Biotherapeutics
Q193326,Q37156,5,Goldman Sachs,IBM
Q7893563,Q81965,5,Essendant,General Motors
Q30635731,Q66048,5,"Cboe Global Markets, Inc.",Deutsche Bank
Q1152764,Q219508,5,Lloyds Banking Group,Citigroup
Q1046951,Q95,5,Target Corporation,Google
Q116452644,Q2529982,5,"Netflix, Inc.",The New York Times Company
Q14772,Q312,5,Baidu,Apple Inc.
Q1057464,Q880942,5,Hilton Worldwide,Blackstone Group
Q1024454,Q20183163,5,CSX Corporation,Union Pacific Corporation
Q2529982,Q27022329,5,The New York Times Company,Snap Inc.
Q1194832,Q1339966,5,Toronto-Dominion Bank,Enbridge
Q1472929,Q6044894,5,"Nasdaq, Inc.",InterDigital
Q19873469,Q2283,5,Bio-Techne,Microsoft
Q153417,Q715583,5,Kroger,Costco
Q2283,Q372657,5,Microsoft,Credit Suisse
Q15678788,Q9584,5,Fiat Chrysler Automobiles,Honda
Q1809448,Q483551,5,Whole Foods Market,Walmart
Q3344199,Q60748073,5,Eversource Energy,"Connecticut Water Service, Inc."
Q17141393,Q3344199,5,SJW Group,Eversource Energy
Q301965,Q95,5,Sprint Corporation,Google
Q1570773,Q193326,5,Kohlberg Kravis Roberts,Goldman Sachs
Q190464,Q768773,5,HSBC,MSCI
Q16983837,Q24705550,5,Quaker Chemical Corporation,Brookfield Business Partners
Q470517,Q898750,5,Amgen,Teva Pharmaceutical Industries Ltd.
Q182477,Q312,5,Nvidia,Apple Inc.
Q312,Q483006,5,Apple Inc.,LG Display
Q18169198,Q312,5,Qorvo,Apple Inc.
Q193326,Q2837996,5,Goldman Sachs,Alliance Data
Q544847,Q66048,5,Qualcomm,Deutsche Bank
Q206921,Q212322,5,Pfizer,GSK
Q768773,Q95,5,MSCI,Google
Q219508,Q3884,5,Citigroup,Amazon
Q85769855,Q880942,5,Invitation Homes,Blackstone Group
Q1113804,Q2961234,5,Comcast,Charter Communications
Q116452644,Q7414,5,"Netflix, Inc.",The Walt Disney Company
Q2283,Q41187,5,Microsoft,Sony Group
Q2843129,Q97961992,5,Ameriprise Financial,Brilliance China Automotive Holdings
Q329953,Q66,5,Northrop Grumman Corporation,Boeing
Q329953,Q502940,5,Northrop Grumman Corporation,General Dynamics
Q248,Q552581,5,Intel,SAP
Q193412,Q248,5,Texas Instruments,Intel
Q1347782,Q1472929,5,Marvell Technology,"Nasdaq, Inc."
Q11407,Q2283,5,VMware,Microsoft
Q248,Q478214,5,Intel,Tesla
Q37156,Q3884,5,IBM,Amazon
Q248,Q54173,5,Intel,General Electric
Q334204,Q451476,5,Morgan Stanley,Scotiabank
Q15913890,Q3077586,5,iQIYI,Bilibili
Q14772,Q3077586,5,Baidu,Bilibili
Q1359568,Q3077586,5,Alibaba Group,Bilibili
Q483551,Q5479360,5,Walmart,"Macy's, Inc."
Q1023765,Q487907,5,CIT Group,Bank of America
Q312,Q80978,5,Apple Inc.,Hewlett-Packard
Q1024454,Q1472929,5,CSX Corporation,"Nasdaq, Inc."
Q1885491,Q3884,5,FactSet,Amazon
Q35476,Q624375,5,AT&T,CVS Health
Q26049,Q35476,5,Aetna,AT&T
Q38928,Q744149,5,PNC Financial Services,Wells Fargo
Q1472929,Q4740289,5,"Nasdaq, Inc.",Amarin Corporation
Q193199,Q487907,5,UBS,Bank of America
Q1371852,Q1472929,5,MBIA,"Nasdaq, Inc."
Q1472929,Q81965,5,"Nasdaq, Inc.",General Motors
Q190464,Q487907,5,HSBC,Bank of America
Q2529982,Q26678,5,The New York Times Company,BMW Group
Q15678788,Q22243729,5,Fiat Chrysler Automobiles,Ferrari
Q48754,Q926806,5,PPG Industries,Carlyle Group
Q119991,Q6060469,5,APA Corporation,Inversiones y Representaciones Sociedad Anónima
Q245343,Q806206,5,Barclays plc,Bancolombia
Q219635,Q2529982,5,BlackRock,The New York Times Company
Q1113804,Q571779,5,Comcast,Liberty Global
Q15678788,Q55931,5,Fiat Chrysler Automobiles,Hyundai Motor Company
Q157062,Q81230,5,Unilever,Siemens
Q18619982,Q72539,5,Century Aluminum,U.S. Steel
Q372657,Q5377000,5,Credit Suisse,Energy Transfer
Q30325409,Q372657,5,Janus Henderson,Credit Suisse
Q1645081,Q459965,5,Nucor,Caterpillar
Q154950,Q214763,5,Shell,ConocoPhillips
Q181507,Q334204,5,SunTrust Banks,Morgan Stanley
Q1325369,Q18191351,5,Elbit Systems Ltd.,Elbit Limited
Q20800404,Q44294,5,Alphabet Inc.,Ford Motor Company
Q5206198,Q7392916,5,DST Systems,SS&C Technologies
Q81230,Q9396,5,Siemens,Deutsche Telekom
Q459965,Q675585,5,Caterpillar,Moody's Corporation
Q1472929,Q744149,5,"Nasdaq, Inc.",Wells Fargo
Q2283,Q27022329,5,Microsoft,Snap Inc.
Q35476,Q507154,5,AT&T,Novartis
Q1359568,Q1944412,5,Alibaba Group,MoneyGram
Q2283,Q941127,5,Microsoft,Salesforce
Q5172422,Q7921589,5,Corporate Office Properties Trust,Vermilion Energy
Q15589464,Q8074786,5,Dropbox Inc.,Zscaler
Q181507,Q739084,5,SunTrust Banks,U.S. Bancorp
Q13218598,Q487907,5,NatWest Group,Bank of America
Q735261,Q744149,5,Royal Bank of Canada,Wells Fargo
Q245343,Q744149,5,Barclays plc,Wells Fargo
Q10856243,Q3540193,5,Newegg,Wayfair
Q333718,Q507154,5,Johnson & Johnson,Novartis
Q18156798,Q731938,5,Astra,AstraZeneca
Q5533818,Q7893563,5,Genuine Parts Company,Essendant
Q2283,Q6723256,5,Microsoft,Macerich
Q1053560,Q7917863,5,CenterPoint Energy,Vectren
Q193199,Q768773,5,UBS,MSCI
Q194360,Q312,5,American Express,Apple Inc.
Q116452644,Q1885491,5,"Netflix, Inc.",FactSet
Q214763,Q329953,5,ConocoPhillips,Northrop Grumman Corporation
Q697311,Q81965,5,Magna International,General Motors
Q95,Q96095585,5,Google,Pinterest Inc.
Q20800404,Q2901365,5,Alphabet Inc.,Mobileye
Q66048,Q7663801,5,Deutsche Bank,Global Industrial Company
Q312,Q552581,5,Apple Inc.,SAP
Q66048,Q735261,5,Deutsche Bank,Royal Bank of Canada
Q245343,Q735261,5,Barclays plc,Royal Bank of Canada
Q301965,Q3884,5,Sprint Corporation,Amazon
Q1199757,Q35476,5,Dish,AT&T
Q190464,Q5439999,5,HSBC,Federal Agricultural Mortgage Corporation
Q1472929,Q478214,5,"Nasdaq, Inc.",Tesla
Q12857502,Q334800,5,Mondelez International,PepsiCo
Q430745,Q6914636,5,Teradata,Mortgage Guaranty Insurance Corporation
Q108770716,Q19900,5,Samsara,Oracle Corporation
Q193326,Q637440,5,Goldman Sachs,Lazard
Q20800404,Q768773,5,Alphabet Inc.,MSCI
Q301965,Q312,5,Sprint Corporation,Apple Inc.
Q37158,Q470156,5,Starbucks,Cencora
Q1472929,Q5429751,4,"Nasdaq, Inc.",FairPoint Communications
Q3301958,Q3884,4,Overstock.com,Amazon
Q303341,Q8040120,4,Wyndham Worldwide,Wyndham Hotels & Resorts
Q193412,Q544847,4,Texas Instruments,Qualcomm
Q1472929,Q7881772,4,"Nasdaq, Inc.",Columbia Bank
Q38589917,Q855639,4,DowDuPont,Dow Chemical Company
Q1472929,Q790060,4,"Nasdaq, Inc.",Broadcom
Q1472929,Q192314,4,"Nasdaq, Inc.",JPMorgan Chase
Q192814,Q478214,4,Harley-Davidson,Tesla
Q192814,Q459965,4,Harley-Davidson,Caterpillar
Q1374135,Q190464,4,Prudential plc,HSBC
Q14772,Q182477,4,Baidu,Nvidia
Q1049080,Q35476,4,Juniper Networks,AT&T
Q1570773,Q926806,4,Kohlberg Kravis Roberts,Carlyle Group
Q35476,Q81965,4,AT&T,General Motors
Q334204,Q619121,4,Morgan Stanley,Apollo Global Management
Q5337641,Q596499,4,Edgewell Personal Care,"KBR, Inc."
Q478214,Q55931,4,Tesla,Hyundai Motor Company
Q2283,Q8074786,4,Microsoft,Zscaler
Q15589464,Q20800404,4,Dropbox Inc.,Alphabet Inc.
Q15589464,Q27022329,4,Dropbox Inc.,Snap Inc.
Q1359568,Q27022329,4,Alibaba Group,Snap Inc.
Q1885491,Q312,4,FactSet,Apple Inc.
Q1197548,Q312,4,Micron Technology,Apple Inc.
Q135683211,Q3884,4,PayPal Holdings,Amazon
Q1023876,Q998470,4,CME Group,RELX
Q219508,Q998470,4,Citigroup,RELX
Q219508,Q806693,4,Citigroup,BMO Financial Group
Q157062,Q905049,4,Unilever,Shire plc
Q192314,Q312,4,JPMorgan Chase,Apple Inc.
Q190464,Q407237,4,HSBC,Air France-KLM
Q2283,Q27500963,4,Microsoft,Dell Technologies
Q22025568,Q39055285,4,Stone Energy Corporation,Talos Energy
Q3884,Q501476,4,Amazon,Hasbro
Q3884,Q596139,4,Amazon,Mattel
Q1472929,Q17012234,4,"Nasdaq, Inc.",Enphase Energy
Q487907,Q739084,4,Bank of America,U.S. Bancorp
Q4835545,Q7018524,4,BGC Partners,Newmark Group
Q1472929,Q6415714,4,"Nasdaq, Inc.",Kirkland's
Q190464,Q735261,4,HSBC,Royal Bank of Canada
Q1046951,Q483915,4,Target Corporation,Nike
Q144617,Q5439999,4,TIM Group,Federal Agricultural Mortgage Corporation
Q470517,Q632240,4,Amgen,Eli Lilly and Company
Q898750,Q899010,4,Teva Pharmaceutical Industries Ltd.,Mylan
Q2037125,Q487907,4,State Street Corporation,Bank of America
Q192314,Q3884,4,JPMorgan Chase,Amazon
Q1472929,Q27988239,4,"Nasdaq, Inc.",MAA
Q3884,Q9396,4,Amazon,Deutsche Telekom
Q66048,Q856411,4,Deutsche Bank,British American Tobacco
Q470517,Q864338,4,Amgen,Biogen
Q1655409,Q190464,4,Iamgold,HSBC
Q1113804,Q899133,4,Comcast,Takeda Pharmaceutical Company
Q1577587,Q329953,4,Marathon Oil,Northrop Grumman Corporation
Q483551,Q624375,4,Walmart,CVS Health
Q3884,Q459477,4,Amazon,FedEx
Q108770716,Q1129792,4,Samsara,The Cooper Companies
Q248,Q334204,4,Intel,Morgan Stanley
Q1129792,Q37156,4,The Cooper Companies,IBM
Q4698062,Q66,4,Air Lease,Boeing
Q1046951,Q501476,4,Target Corporation,Hasbro
Q1046951,Q596139,4,Target Corporation,Mattel
Q483551,Q501476,4,Walmart,Hasbro
Q483551,Q596139,4,Walmart,Mattel
Q1472929,Q4788901,4,"Nasdaq, Inc.",Arena Pharmaceuticals
Q2144525,Q621592,4,Scripps Networks Interactive,"Discovery, Inc."
Q338825,Q95,4,Accenture,Google
Q2288792,Q470156,4,Sinclair Broadcast Group,Cencora
Q127278673,Q5013072,4,LinkedIn Corporation,CNA Financial
Q3884,Q727697,4,Amazon,Coach
Q181507,Q487907,4,SunTrust Banks,Bank of America
Q1023876,Q841458,4,CME Group,Intercontinental Exchange
Q1472929,Q6968762,4,"Nasdaq, Inc.",Natera
Q106253770,Q1472929,4,Lumentum Holdings,"Nasdaq, Inc."
Q144617,Q5172422,4,TIM Group,Corporate Office Properties Trust
Q19873469,Q768773,4,Bio-Techne,MSCI
Q1741634,Q910368,4,Kimberly-Clark,Clorox
Q212405,Q910368,4,Procter & Gamble,Clorox
Q312,Q675585,4,Apple Inc.,Moody's Corporation
Q1325987,Q20022777,4,Tyson Foods,Sanderson Farms
Q5203782,Q7814310,4,D. R. Horton,Toll Brothers
Q54173,Q95,4,General Electric,Google
Q20800404,Q53268,4,Alphabet Inc.,Toyota
Q53268,Q780442,4,Toyota,Uber
Q54173,Q81965,4,General Electric,General Motors
Q122141,Q193326,4,Vodafone,Goldman Sachs
Q259011,Q37156,4,Motorola,IBM
Q35476,Q54173,4,AT&T,General Electric
Q35476,Q677464,4,AT&T,Dominion Energy
Q459477,Q54173,4,FedEx,General Electric
Q459477,Q677464,4,FedEx,Dominion Energy
Q248,Q66,4,Intel,Boeing
Q245343,Q37156,4,Barclays plc,IBM
Q334204,Q37156,4,Morgan Stanley,IBM
Q1885491,Q478214,4,FactSet,Tesla
Q1542175,Q166621,4,Mitsubishi UFJ Financial Group,Mizuho Financial Group
Q37158,Q38076,4,Starbucks,McDonald's
Q266423,Q372657,4,Bristol-Myers Squibb,Credit Suisse
Q372657,Q731938,4,Credit Suisse,AstraZeneca
Q4931457,Q826526,4,Boardwalk Pipeline Partners,Loews Corporation
Q20800404,Q54173,4,Alphabet Inc.,General Electric
Q192314,Q768773,4,JPMorgan Chase,MSCI
Q35476,Q37156,4,AT&T,IBM
Q451476,Q544847,4,Scotiabank,Qualcomm
Q451476,Q66048,4,Scotiabank,Deutsche Bank
Q190464,Q675585,4,HSBC,Moody's Corporation
Q312,Q5842736,4,Apple Inc.,Corning Inc.
Q219508,Q6496310,4,Citigroup,Banco Santander
Q619111,Q880942,4,Apollo Group,Blackstone Group
Q1197548,Q5227485,4,Micron Technology,Dataram
Q212900,Q219508,4,Lehman Brothers,Citigroup
Q451476,Q744149,4,Scotiabank,Wells Fargo
Q544847,Q744149,4,Qualcomm,Wells Fargo
Q219508,Q37156,4,Citigroup,IBM
Q296782,Q544847,4,Arm Holdings,Qualcomm
Q219508,Q544847,4,Citigroup,Qualcomm
Q248,Q459477,4,Intel,FedEx
Q248,Q677464,4,Intel,Dominion Energy
Q35476,Q459477,4,AT&T,FedEx
Q333718,Q898208,4,Johnson & Johnson,"Honeywell International, Inc."
Q312,Q38076,4,Apple Inc.,McDonald's
Q37156,Q768773,4,IBM,MSCI
Q188920,Q503308,4,Delta Air Lines,Southwest Airlines
Q1359568,Q66048,4,Alibaba Group,Deutsche Bank
Q54173,Q81230,4,General Electric,Siemens
Q1194832,Q24525746,4,Toronto-Dominion Bank,BCE Inc.
Q245343,Q478214,4,Barclays plc,Tesla
Q11235714,Q1472929,4,NIS Group,"Nasdaq, Inc."
Q20800404,Q459477,4,Alphabet Inc.,FedEx
Q174198,Q28222763,4,Gartner,VIAVI Solutions
Q20800404,Q552581,4,Alphabet Inc.,SAP
Q20800404,Q677464,4,Alphabet Inc.,Dominion Energy
Q2283,Q880942,4,Microsoft,Blackstone Group
Q219508,Q219635,4,Citigroup,BlackRock
Q157062,Q372657,4,Unilever,Credit Suisse
Q174198,Q312,4,Gartner,Apple Inc.
Q174198,Q5450340,4,Gartner,Finisar
Q266423,Q507154,4,Bristol-Myers Squibb,Novartis
Q507154,Q731938,4,Novartis,AstraZeneca
Q28222763,Q312,4,VIAVI Solutions,Apple Inc.
Q28222763,Q5450340,4,VIAVI Solutions,Finisar
Q2283,Q66,4,Microsoft,Boeing
Q1113804,Q470156,4,Comcast,Cencora
Q372657,Q95,4,Credit Suisse,Google
Q1542175,Q2094989,4,Mitsubishi UFJ Financial Group,Sumitomo Mitsui Financial Group
Q193326,Q20800404,4,Goldman Sachs,Alphabet Inc.
Q190464,Q30635731,4,HSBC,"Cboe Global Markets, Inc."
Q193199,Q30635731,4,UBS,"Cboe Global Markets, Inc."
Q27988145,Q3884,4,Post Holdings,Amazon
Q27530,Q334204,4,Mercedes-Benz Group,Morgan Stanley
Q1359568,Q372657,4,Alibaba Group,Credit Suisse
Q459965,Q81230,4,Caterpillar,Siemens
Q1089060,Q607131,4,Chubb Corp.,MetLife
Q312,Q5227485,4,Apple Inc.,Dataram
Q1113804,Q644289,4,Comcast,Altice USA
Q4046987,Q54173,4,Pioneer Natural Resources,General Electric
Q4046987,Q804353,4,Pioneer Natural Resources,Baker Hughes
Q1472929,Q5427196,4,"Nasdaq, Inc.",FTI Consulting
Q1472929,Q3312613,4,"Nasdaq, Inc.",Midas
Q334204,Q81230,4,Morgan Stanley,Siemens
Q190464,Q19923099,4,HSBC,Hewlett Packard Enterprise
Q312,Q661845,4,Apple Inc.,STMicroelectronics
Q1141267,Q219508,4,Thomson Reuters,Citigroup
Q153417,Q1809448,4,Kroger,Whole Foods Market
Q27530,Q81230,4,Mercedes-Benz Group,Siemens
Q2529982,Q27988145,4,The New York Times Company,Post Holdings
Q212322,Q899010,4,GSK,Mylan
Q122141,Q35476,4,Vodafone,AT&T
Q1129792,Q2283,4,The Cooper Companies,Microsoft
Q35476,Q483551,4,AT&T,Walmart
Q1472929,Q2874395,4,"Nasdaq, Inc.",Avis Budget Group
Q329953,Q7240,4,Northrop Grumman Corporation,Lockheed Martin
Q502940,Q7240,4,General Dynamics,Lockheed Martin
Q1472929,Q15109916,4,"Nasdaq, Inc.",Otelco
Q27022329,Q60269744,4,Snap Inc.,Spotify Technology
Q2103926,Q768231,4,UnitedHealth Group,Express Scripts
Q7308054,Q768231,4,Regeneron Pharmaceuticals,Express Scripts
Q1472929,Q21189883,4,"Nasdaq, Inc.",Willis Towers Watson
Q1325369,Q1472929,4,Elbit Systems Ltd.,"Nasdaq, Inc."
Q1472929,Q81230,4,"Nasdaq, Inc.",Siemens
Q170614,Q66,4,Ryanair,Boeing
Q1472929,Q17149417,4,"Nasdaq, Inc.",U.S. Concrete
Q193199,Q478214,4,UBS,Tesla
Q153417,Q2376711,4,Kroger,Sysco
Q1472929,Q24896598,4,"Nasdaq, Inc.",Gulf Island Fabrication
Q192314,Q245343,4,JPMorgan Chase,Barclays plc
Q5152510,Q5592433,4,Commercial Metals Company,GrafTech
Q1134069,Q26678,4,Otis Worldwide Corporation,BMW Group
Q1134069,Q81230,4,Otis Worldwide Corporation,Siemens
Q212405,Q483551,4,Procter & Gamble,Walmart
Q478214,Q7555824,4,Tesla,SolarCity
Q552581,Q9396,4,SAP,Deutsche Telekom
Q3884,Q715583,4,Amazon,Costco
Q161086,Q66,4,JetBlue Airways,Boeing
Q1197548,Q193199,4,Micron Technology,UBS
Q1472929,Q17141393,4,"Nasdaq, Inc.",SJW Group
Q1472929,Q60748073,4,"Nasdaq, Inc.","Connecticut Water Service, Inc."
Q301965,Q334204,4,Sprint Corporation,Morgan Stanley
Q1472929,Q212405,4,"Nasdaq, Inc.",Procter & Gamble
Q2529982,Q744149,4,The New York Times Company,Wells Fargo
Q334204,Q38928,4,Morgan Stanley,PNC Financial Services
Q1471346,Q459965,4,Whirlpool,Caterpillar
Q135325,Q72539,4,Alcoa,U.S. Steel
Q1751032,Q768773,4,Plum Creek Timber,MSCI
Q154950,Q5439999,4,Shell,Federal Agricultural Mortgage Corporation
Q1113804,Q122141,4,Comcast,Vodafone
Q157062,Q193199,4,Unilever,UBS
Q645708,Q81230,4,ING Group,Siemens
Q154950,Q190464,4,Shell,HSBC
Q1472929,Q479167,4,"Nasdaq, Inc.",Steelcase
Q181507,Q30283141,4,SunTrust Banks,Superconductor Technologies
Q27893,Q645708,4,ArcelorMittal,ING Group
Q27988145,Q41187,4,Post Holdings,Sony Group
Q27988145,Q734779,4,Post Holdings,Comscore
Q27988145,Q7893929,4,Post Holdings,Universal Corporation
Q1741634,Q483551,4,Kimberly-Clark,Walmart
Q193326,Q780442,4,Goldman Sachs,Uber
Q219635,Q2283,4,BlackRock,Microsoft
Q190464,Q478214,4,HSBC,Tesla
Q2283,Q54173,4,Microsoft,General Electric
Q212405,Q3884,4,Procter & Gamble,Amazon
Q1472929,Q193412,4,"Nasdaq, Inc.",Texas Instruments
Q193326,Q319642,4,Goldman Sachs,Chevron Corporation
Q1046951,Q420822,4,Target Corporation,Gap Inc.
Q1418,Q2283,4,Nokia,Microsoft
Q39046155,Q5323987,4,Antero Resources,EQT
Q4048013,Q5323987,4,Range Resources,EQT
Q5323987,Q5377000,4,EQT,Energy Transfer
Q193199,Q430745,4,UBS,Teradata
Q1472929,Q841458,4,"Nasdaq, Inc.",Intercontinental Exchange
Q116452644,Q1359568,4,"Netflix, Inc.",Alibaba Group
Q19900,Q552581,4,Oracle Corporation,SAP
Q1022711,Q502940,4,CACI,General Dynamics
Q2529982,Q467752,4,The New York Times Company,Verizon Communications
Q1283291,Q319642,4,Valero Energy,Chevron Corporation
Q16979157,Q319642,4,PBF Energy,Chevron Corporation
Q245343,Q5439999,4,Barclays plc,Federal Agricultural Mortgage Corporation
Q5323987,Q7571413,4,EQT,Southwestern Energy
Q157062,Q17145596,4,Unilever,Tesco Corporation
Q157062,Q483551,4,Unilever,Walmart
Q13218598,Q192314,4,NatWest Group,JPMorgan Chase
Q1046951,Q1809448,4,Target Corporation,Whole Foods Market
Q1570773,Q619121,4,Kohlberg Kravis Roberts,Apollo Global Management
Q334204,Q37158,4,Morgan Stanley,Starbucks
Q780442,Q95,4,Uber,Google
Q1431486,Q9396,4,Orange,Deutsche Telekom
Q66048,Q9396,4,Deutsche Bank,Deutsche Telekom
Q157062,Q430745,4,Unilever,Teradata
Q158205,Q333718,4,Sanofi,Johnson & Johnson
Q154950,Q193326,4,Shell,Goldman Sachs
Q1472929,Q214346,4,"Nasdaq, Inc.",Viacom
Q157062,Q37156,4,Unilever,IBM
Q180816,Q483915,4,Dow Jones Industrial Average,Nike
Q154950,Q768773,4,Shell,MSCI
Q182477,Q20800404,4,Nvidia,Alphabet Inc.
Q20165,Q478214,4,Nissan,Tesla
Q20800404,Q26678,4,Alphabet Inc.,BMW Group
Q3511885,Q35476,4,T-Mobile US,AT&T
Q1502712,Q54173,4,Genworth Financial,General Electric
Q37156,Q552581,4,IBM,SAP
Q128896,Q20800404,4,AMD,Alphabet Inc.
Q1570773,Q372657,4,Kohlberg Kravis Roberts,Credit Suisse
Q372657,Q48872,4,Credit Suisse,Eaton Corporation
Q1472929,Q5227485,4,"Nasdaq, Inc.",Dataram
Q1472929,Q47500199,4,"Nasdaq, Inc.",Aurora Cannabis
Q41187,Q8093,4,Sony Group,Nintendo
Q1045758,Q54173,4,United Technologies Corporation,General Electric
Q1545076,Q6840048,4,Microchip Technology,Microsemi
Q1472929,Q16844753,4,"Nasdaq, Inc.",Horizon Therapeutics
Q3884,Q62065645,4,Amazon,Blink
Q154950,Q1961658,4,Shell,NV Energy
Q1472929,Q950380,4,"Nasdaq, Inc.",CBS Corporation
Q1156045,Q20165,4,Public Storage,Nissan
Q154950,Q193199,4,Shell,UBS
Q1339966,Q1516410,4,Enbridge,Suncor Energy
Q451476,Q735261,4,Scotiabank,Royal Bank of Canada
Q1472929,Q333718,4,"Nasdaq, Inc.",Johnson & Johnson
Q294721,Q568532,4,AMC Theatres,MGM Resorts International
Q568532,Q734779,4,MGM Resorts International,Comscore
Q156644,Q7240,3,Raytheon,Lockheed Martin
Q1570773,Q334204,3,Kohlberg Kravis Roberts,Morgan Stanley
Q2923022,Q44294,3,Boyd Gaming,Ford Motor Company
Q192814,Q72539,3,Harley-Davidson,U.S. Steel
Q1113804,Q18619470,3,Comcast,Restaurant Brands International
Q66,Q691637,3,Boeing,Gol Linhas Aéreas
Q459965,Q72539,3,Caterpillar,U.S. Steel
Q334800,Q38076,3,PepsiCo,McDonald's
Q637440,Q81230,3,Lazard,Siemens
Q1472929,Q842947,3,"Nasdaq, Inc.",Celgene
Q124724566,Q470317,3,Employers Holdings Inc,Ametek
Q58024,Q80978,3,eBay,Hewlett-Packard
Q193326,Q841458,3,Goldman Sachs,Intercontinental Exchange
Q461210,Q66,3,Rockwell Collins,Boeing
Q478214,Q780442,3,Tesla,Uber
Q182477,Q780442,3,Nvidia,Uber
Q3067064,Q35476,3,Sociedad Química y Minera de Chile,AT&T
Q103793759,Q1472929,3,Cardlytics,"Nasdaq, Inc."
Q1472929,Q1548363,3,"Nasdaq, Inc.",Magic Software Enterprises Ltd.
Q333718,Q864338,3,Johnson & Johnson,Biogen
Q2874395,Q663596,3,Avis Budget Group,Gilead Sciences
Q1472929,Q910866,3,"Nasdaq, Inc.",Humana
Q66,Q81965,3,Boeing,General Motors
Q637440,Q66048,3,Lazard,Deutsche Bank
Q26678,Q95,3,BMW Group,Google
Q219508,Q35476,3,Citigroup,AT&T
Q1023876,Q1472929,3,CME Group,"Nasdaq, Inc."
Q478214,Q910866,3,Tesla,Humana
Q372657,Q7663801,3,Credit Suisse,Global Industrial Company
Q66048,Q675585,3,Deutsche Bank,Moody's Corporation
Q266423,Q333718,3,Bristol-Myers Squibb,Johnson & Johnson
Q1265181,Q1418,3,Dun & Bradstreet,Nokia
Q1915049,Q66,3,McCormick & Company,Boeing
Q1915049,Q459965,3,McCormick & Company,Caterpillar
Q1325987,Q66,3,Tyson Foods,Boeing
Q1325987,Q459965,3,Tyson Foods,Caterpillar
Q1325987,Q1915049,3,Tyson Foods,McCormick & Company
Q219508,Q95,3,Citigroup,Google
Q19854317,Q3598926,3,Vipshop,JD.com
Q1359568,Q19854317,3,Alibaba Group,Vipshop
Q619121,Q926806,3,Apollo Global Management,Carlyle Group
Q372657,Q926806,3,Credit Suisse,Carlyle Group
Q407237,Q66,3,Air France-KLM,Boeing
Q153417,Q5272601,3,Kroger,Dick's Sporting Goods
Q1472929,Q5376971,3,"Nasdaq, Inc.",Energy Recovery Inc.
Q193199,Q880942,3,UBS,Blackstone Group
Q1264404,Q2304693,3,Duke Energy,Southern Company
Q1472929,Q8033550,3,"Nasdaq, Inc.",Woodward
Q607131,Q6544620,3,MetLife,LifeLock
Q328840,Q6544620,3,Visa,LifeLock
Q328840,Q607131,3,Visa,MetLife
Q188920,Q6544620,3,Delta Air Lines,LifeLock
Q372657,Q619121,3,Credit Suisse,Apollo Global Management
Q624649,Q846743,3,KLA Corporation,Orbotech
Q19923099,Q312,3,Hewlett Packard Enterprise,Apple Inc.
Q219635,Q66048,3,BlackRock,Deutsche Bank
Q35476,Q950380,3,AT&T,CBS Corporation
Q188920,Q607131,3,Delta Air Lines,MetLife
Q188920,Q328840,3,Delta Air Lines,Visa
Q1089060,Q6544620,3,Chubb Corp.,LifeLock
Q1023876,Q744149,3,CME Group,Wells Fargo
Q1113804,Q1114148,3,Comcast,Comerica
Q108770716,Q66,3,Samsara,Boeing
Q193199,Q467752,3,UBS,Verizon Communications
Q4972280,Q66048,3,Broadridge Financial Solutions,Deutsche Bank
Q312,Q7239519,3,Apple Inc.,Precision Castparts Corp.
Q217583,Q7239519,3,Berkshire Hathaway,Precision Castparts Corp.
Q37158,Q95,3,Starbucks,Google
Q20800404,Q37158,3,Alphabet Inc.,Starbucks
Q1123366,Q1655409,3,Con-way,Iamgold
Q106301677,Q1472929,3,WillScot Mobile Mini Holdings Corp.,"Nasdaq, Inc."
Q596139,Q95,3,Mattel,Google
Q312,Q56011958,3,Apple Inc.,Tencent Music
Q27022329,Q2901365,3,Snap Inc.,Mobileye
Q248,Q27022329,3,Intel,Snap Inc.
Q22909236,Q2901365,3,Instacart,Mobileye
Q22909236,Q27022329,3,Instacart,Snap Inc.
Q22909236,Q248,3,Instacart,Intel
