company,company_id,ticker,industry,company_url,market_cap_2026_01_01
Clarcor,Q16958713,CLC,gas turbine,http://www.wikidata.org/entity/Q16958713,2431250835700.0
GE Aerospace,Q1485061,GE,aerospace industry,http://www.wikidata.org/entity/Q1485061,725228945895.3438
General Electric,Q54173,GE,mechanical engineering,http://www.wikidata.org/entity/Q54173,725228945895.3438
Alibaba Group,Q1359568,BABA,e-commerce,http://www.wikidata.org/entity/Q1359568,436137504203.375
JPMorgan Chase,Q192314,JPM,financial services,http://www.wikidata.org/entity/Q192314,376267341167.34375
Johnson & Johnson,Q333718,JNJ,pharmaceutical industry,http://www.wikidata.org/entity/Q333718,374835221532.77344
ExxonMobil,Q156238,XOM,petroleum industry,http://www.wikidata.org/entity/Q156238,354131746709.85156
Bank of America,Q487907,BAC,financial services,http://www.wikidata.org/entity/Q487907,303681088428.83203
Wells Fargo,Q744149,WFC,financial services,http://www.wikidata.org/entity/Q744149,298754835476.21094
Visa,Q328840,V,financial services,http://www.wikidata.org/entity/Q328840,260737498601.86523
Chevron Corporation,Q319642,CVX,petroleum industry,http://www.wikidata.org/entity/Q319642,239233087065.4297
Procter & Gamble,Q212405,PG,pharmaceutical industry,http://www.wikidata.org/entity/Q212405,229525418198.60352
The Home Depot,Q864407,HD,retail,http://www.wikidata.org/entity/Q864407,221323659107.0039
Verizon Communications,Q467752,VZ,telecommunications,http://www.wikidata.org/entity/Q467752,218492927447.27344
Anheuser-Busch InBev,Q128738,BUD,brewing industry,http://www.wikidata.org/entity/Q128738,216682986827.97656
UnitedHealth Group,Q2103926,UNH,health insurance company,http://www.wikidata.org/entity/Q2103926,212090018571.6084
HSBC,Q190464,HSBC,insurance,http://www.wikidata.org/entity/Q190464,199593247719.65625
Pfizer,Q206921,PFE,pharmaceutical industry,http://www.wikidata.org/entity/Q206921,198641950023.35938
TSMC,Q713418,TSM,semiconductor industry,http://www.wikidata.org/entity/Q713418,197235373606.34766
Citigroup,Q219508,C,bank,http://www.wikidata.org/entity/Q219508,196740049682.6172
The Coca-Cola Company,Q3295867,KO,fast-moving consumer goods,http://www.wikidata.org/entity/Q3295867,195288681144.20312
Toyota,Q53268,TM,automotive industry,http://www.wikidata.org/entity/Q53268,188013203954.01562
AT&T,Q35476,T,telecommunications,http://www.wikidata.org/entity/Q35476,180333901149.81445
Oracle Corporation,Q19900,ORCL,software development,http://www.wikidata.org/entity/Q19900,179094747201.9453
Novartis,Q507154,NVS,chemical industry,http://www.wikidata.org/entity/Q507154,178210359906.23438
PepsiCo,Q334800,PEP,food industry,http://www.wikidata.org/entity/Q334800,170028567485.11914
Boeing,Q66,BA,weapons industry,http://www.wikidata.org/entity/Q66,167474965070.37695
AstraZeneca,Q731938,AZN,pharmaceutical industry,http://www.wikidata.org/entity/Q731938,167074945011.03125
Unilever,Q157062,UL,food industry,http://www.wikidata.org/entity/Q157062,165642963651.6006
Philip Morris International,Q1852556,PM,tobacco industry,http://www.wikidata.org/entity/Q1852556,164095582369.99512
The Walt Disney Company,Q7414,DIS,animation,http://www.wikidata.org/entity/Q7414,159893168696.44727
Mastercard,Q489921,MA,financial services,http://www.wikidata.org/entity/Q489921,157179790212.05957
British American Tobacco,Q856411,BTI,tobacco industry,http://www.wikidata.org/entity/Q856411,148761337684.33984
AbbVie,Q14662364,ABBV,biotechnology,http://www.wikidata.org/entity/Q14662364,146424744308.55664
Merck & Co.,Q247489,MRK,pharmaceutical industry,http://www.wikidata.org/entity/Q247489,144578996209.3125
Altria,Q445007,MO,food industry,http://www.wikidata.org/entity/Q445007,136514501715.73438
McDonald's,Q38076,MCD,food service,http://www.wikidata.org/entity/Q38076,135301286470.80469
SAP,Q552581,SAP,software development,http://www.wikidata.org/entity/Q552581,134633125329.10156
BP,Q152057,BP,petroleum industry,http://www.wikidata.org/entity/Q152057,134573756298.85156
IBM,Q37156,IBM,software industry,http://www.wikidata.org/entity/Q37156,133878452507.8125
Royal Bank of Canada,Q735261,RY,financial services,http://www.wikidata.org/entity/Q735261,120130829438.61035
3M,Q159433,MMM,occupational safety,http://www.wikidata.org/entity/Q159433,117214256626.09863
BHP,Q625713,BHP,mining,http://www.wikidata.org/entity/Q625713,114191817088.64258
Toronto-Dominion Bank,Q1194832,TD,financial services,http://www.wikidata.org/entity/Q1194832,109234716151.66602
Medtronic,Q642189,MDT,medical technology industry,http://www.wikidata.org/entity/Q642189,109150578624.0
Nabors Industries,Q1962059,NBR,,http://www.wikidata.org/entity/Q1962059,108426250000.0
AmBev,Q2142669,ABEV,beverage industry,http://www.wikidata.org/entity/Q2142669,108071278431.45215
Sanofi,Q158205,SNY,pharmaceutical industry,http://www.wikidata.org/entity/Q158205,107455714816.0
Santander Group,Q806215,SAN,financial services,http://www.wikidata.org/entity/Q806215,106231833287.56348
Union Pacific Corporation,Q20183163,UNP,transport,http://www.wikidata.org/entity/Q20183163,105559370922.89844
"Honeywell International, Inc.",Q898208,HON,chemical industry,http://www.wikidata.org/entity/Q898208,103477463902.63965
United Parcel Service,Q155026,UPS,logistics,http://www.wikidata.org/entity/Q155026,102675250918.09717
Nike,Q483915,NKE,industrial sector,http://www.wikidata.org/entity/Q483915,100114402279.67725
Bristol-Myers Squibb,Q266423,BMY,pharmaceutical industry,http://www.wikidata.org/entity/Q266423,100044498446.14453
Abbott Laboratories,Q306764,ABT,medical technology industry,http://www.wikidata.org/entity/Q306764,99155700269.77539
Morgan Stanley,Q334204,MS,financial services,http://www.wikidata.org/entity/Q334204,96365353162.8789
Goldman Sachs,Q193326,GS,International Standard Industrial Classification,http://www.wikidata.org/entity/Q193326,96095722649.89307
Accenture,Q338825,ACN,information technology,http://www.wikidata.org/entity/Q338825,94607472027.42773
SLB,Q1425316,SLB,petroleum industry,http://www.wikidata.org/entity/Q1425316,93275850268.16016
Caterpillar,Q459965,CAT,mechanical engineering,http://www.wikidata.org/entity/Q459965,93125525161.46387
Lockheed Martin,Q7240,LMT,weapons industry,http://www.wikidata.org/entity/Q7240,92459509602.88477
U.S. Bancorp,Q739084,USB,financial services,http://www.wikidata.org/entity/Q739084,88508806739.2793
Rio Tinto plc,Q10291918,RIO,,http://www.wikidata.org/entity/Q10291918,88404218350.34766
Rio Tinto,Q821293,RIO,metal industry,http://www.wikidata.org/entity/Q821293,88404218350.34766
Diageo,Q161140,DEO,beverage industry,http://www.wikidata.org/entity/Q161140,88044257329.29492
Eli Lilly and Company,Q632240,LLY,pharmaceutical industry,http://www.wikidata.org/entity/Q632240,86206631865.53955
American Express,Q194360,AXP,"financial service activities, except insurance and pension funding",http://www.wikidata.org/entity/Q194360,85511272226.77734
GSK,Q212322,GSK,biotechnology,http://www.wikidata.org/entity/Q212322,82773148981.125
BlackRock,Q219635,BLK,asset management,http://www.wikidata.org/entity/Q219635,82092916351.31836
Scotiabank,Q451476,BNS,economics of banking,http://www.wikidata.org/entity/Q451476,78338129983.05078
Thermo Fisher Scientific,Q643674,TMO,biotechnology industry,http://www.wikidata.org/entity/Q643674,76392711925.41797
Lowe's,Q1373493,LOW,hardware store,http://www.wikidata.org/entity/Q1373493,75374341979.98047
Salesforce,Q941127,CRM,automation,http://www.wikidata.org/entity/Q941127,74926414060.36377
CVS Health,Q624375,CVS,retail,http://www.wikidata.org/entity/Q624375,73697700000.0
ING Group,Q645708,ING,"financial service activities, except insurance and pension funding",http://www.wikidata.org/entity/Q645708,71482286436.26172
WarnerMedia,Q191715,TWX,telecommunications,http://www.wikidata.org/entity/Q191715,71145460614.74414
Can Fite Biopharma,Q96482303,CANF,biopharmaceutical,http://www.wikidata.org/entity/Q96482303,70524516000.0
UBS,Q193199,UBS,"financial service activities, except insurance and pension funding",http://www.wikidata.org/entity/Q193199,70108195261.63672
Petrobras,Q210047,PBR,petroleum industry,http://www.wikidata.org/entity/Q210047,69273615302.86963
Charles Schwab Corporation,Q1066028,SCHW,financial services,http://www.wikidata.org/entity/Q1066028,69256516394.21777
Chubb Corp.,Q1089060,CB,insurance,http://www.wikidata.org/entity/Q1089060,68071887473.60547
PNC Financial Services,Q38928,PNC,economics of banking,http://www.wikidata.org/entity/Q38928,66579008997.73389
Colgate-Palmolive,Q609466,CL,personal care product,http://www.wikidata.org/entity/Q609466,65900065088.112305
Novo Nordisk,Q818846,NVO,pharmaceutical industry,http://www.wikidata.org/entity/Q818846,65810155189.640625
FedEx,Q459477,FDX,logistics,http://www.wikidata.org/entity/Q459477,65757780870.788574
Vale,Q583268,VALE,mining,http://www.wikidata.org/entity/Q583268,65645747108.34766
Enbridge,Q1339966,ENB,petroleum industry,http://www.wikidata.org/entity/Q1339966,65499862119.15234
Lloyds Banking Group,Q1152764,LYG,financial services,http://www.wikidata.org/entity/Q1152764,64374374400.0
ConocoPhillips,Q214763,COP,petroleum industry,http://www.wikidata.org/entity/Q214763,63787666534.23047
American Tower Corporation,Q4745263,AMT,real estate investment trust,http://www.wikidata.org/entity/Q4745263,63011631391.29639
EOG Resources,Q1275577,EOG,petroleum industry,http://www.wikidata.org/entity/Q1275577,62464891766.572266
Canadian National Railway,Q624798,CNI,rail freight transport,http://www.wikidata.org/entity/Q624798,62319591840.0
Sumitomo Mitsui Financial Group,Q2094989,SMFG,financial sector,http://www.wikidata.org/entity/Q2094989,61659979061.64551
Simon Property Group,Q2287759,SPG,real estate investment trust,http://www.wikidata.org/entity/Q2287759,61438269565.12451
Prudential plc,Q1374135,PUK,insurance,http://www.wikidata.org/entity/Q1374135,61406855313.67969
Canadian Oil Sands Limited,Q1032244,SU,,http://www.wikidata.org/entity/Q1032244,61255570461.3125
Suncor Energy,Q1516410,SU,petroleum industry,http://www.wikidata.org/entity/Q1516410,61255570461.3125
Honda,Q9584,HMC,automotive industry,http://www.wikidata.org/entity/Q9584,60999115858.48828
General Dynamics,Q502940,GD,mechanical engineering,http://www.wikidata.org/entity/Q502940,60746712066.39697
Duke Energy,Q1264404,DUK,electricity generation,http://www.wikidata.org/entity/Q1264404,59916180157.66699
América Móvil,Q482267,AMX,mobile phone industry,http://www.wikidata.org/entity/Q482267,59912323441.76221
Eni,Q565594,E,petroleum industry,http://www.wikidata.org/entity/Q565594,59683583130.493164
Aetna,Q26049,AET,insurance,http://www.wikidata.org/entity/Q26049,58838166880.92041
Stryker Corporation,Q2357515,SYK,health technology,http://www.wikidata.org/entity/Q2357515,57947013026.93945
Danaher Corporation,Q1159256,DHR,conglomerate,http://www.wikidata.org/entity/Q1159256,57675365406.82031
General Motors,Q81965,GM,automotive industry,http://www.wikidata.org/entity/Q81965,57407314527.36621
Enterprise Products,Q5380346,EPD,petroleum industry,http://www.wikidata.org/entity/Q5380346,57290232991.27197
Illinois Tool Works,Q1510378,ITW,industrial manufacturing,http://www.wikidata.org/entity/Q1510378,57162646575.8584
Banco Bilbao Vizcaya Argentaria,Q806189,BBVA,financial services,http://www.wikidata.org/entity/Q806189,56619093504.0
Occidental Petroleum,Q2013357,OXY,petroleum industry,http://www.wikidata.org/entity/Q2013357,56360877552.7793
Annaly Capital Management,Q16828730,NLY,real estate investment trust,http://www.wikidata.org/entity/Q16828730,55147722470.46582
Las Vegas Sands,Q1506045,LVS,gambling,http://www.wikidata.org/entity/Q1506045,54433945808.85596
The Bank of New York Mellon,Q589288,BK,economics of banking,http://www.wikidata.org/entity/Q589288,54266644476.71973
Northrop Grumman Corporation,Q329953,NOC,weapons industry,http://www.wikidata.org/entity/Q329953,53428734897.52197
Dominion Energy,Q677464,D,energy industry,http://www.wikidata.org/entity/Q677464,52895863526.85547
MetLife,Q607131,MET,insurance industry,http://www.wikidata.org/entity/Q607131,52734081432.34253
American International Group,Q212235,AIG,financial services,http://www.wikidata.org/entity/Q212235,52707390469.76074
Banco Bradesco S.A.,Q806181,BBD,economics of banking,http://www.wikidata.org/entity/Q806181,52512678580.93359
BMO Financial Group,Q806693,BMO,economics of banking,http://www.wikidata.org/entity/Q806693,52482393837.981445
Phillips 66,Q1656230,PSX,petroleum industry,http://www.wikidata.org/entity/Q1656230,51739339239.70386
Deere & Company,Q496302,DE,manufacture of machinery and equipment,http://www.wikidata.org/entity/Q496302,50676058101.379395
The Cigna Group,Q642271,CI,managed care,http://www.wikidata.org/entity/Q642271,50071838597.10693
Ford Motor Company,Q44294,F,automotive industry,http://www.wikidata.org/entity/Q44294,49614026490.492676
Prudential Financial,Q2114414,PRU,life insurance,http://www.wikidata.org/entity/Q2114414,48835800845.96045
Southern Company,Q2304693,SO,electric power industry,http://www.wikidata.org/entity/Q2304693,48264567622.58179
Carnival Corporation & plc,Q1044059,CCL,,http://www.wikidata.org/entity/Q1044059,47522846165.67236
Capital One,Q1034654,COF,financial services,http://www.wikidata.org/entity/Q1034654,47167063667.29736
Mizuho Financial Group,Q166621,MFG,financial services,http://www.wikidata.org/entity/Q166621,46632405926.33789
Estée Lauder,Q1260606,EL,cosmetics industry,http://www.wikidata.org/entity/Q1260606,46625698595.121826
Crown Castle International Corp.,Q5189320,CCI,telecommunications,http://www.wikidata.org/entity/Q5189320,46049503004.23755
RELX,Q998470,RELX,,http://www.wikidata.org/entity/Q998470,45020994690.89502
Becton Dickinson,Q813780,BDX,biotechnology,http://www.wikidata.org/entity/Q813780,43929092409.48486
Emerson Electric,Q1335585,EMR,electrical industry,http://www.wikidata.org/entity/Q1335585,43797795959.30078
BCE Inc.,Q24525746,BCE,telecommunications,http://www.wikidata.org/entity/Q24525746,43787807029.14429
Constellation Brands,Q1128160,STZ,alcohol industry,http://www.wikidata.org/entity/Q1128160,43722242421.02051
LyondellBasell,Q899255,LYB,,http://www.wikidata.org/entity/Q899255,43665097159.210205
TC Energy,Q1516108,TRP,petroleum industry,http://www.wikidata.org/entity/Q1516108,43234151413.96289
S&P Global,Q868587,SPGI,financial services,http://www.wikidata.org/entity/Q868587,43010658450.31738
Halliburton,Q656165,HAL,petroleum,http://www.wikidata.org/entity/Q656165,42768580347.158936
Kimberly-Clark,Q1741634,KMB,personal care product,http://www.wikidata.org/entity/Q1741634,42629542239.11426
Manulife Financial,Q1652574,MFC,insurance industry,http://www.wikidata.org/entity/Q1652574,41788422022.70508
Prologis,Q16983765,PLD,real estate investment trust,http://www.wikidata.org/entity/Q16983765,41379877908.52295
Norfolk Southern Corporation,Q20858163,NSC,,http://www.wikidata.org/entity/Q20858163,40940336393.90039
Norfolk Southern Railway,Q1321054,NSC,transport,http://www.wikidata.org/entity/Q1321054,40940336393.90039
Intercontinental Exchange,Q841458,ICE,,http://www.wikidata.org/entity/Q841458,40461712755.52734
Itaú Unibanco,Q1424293,ITUB,economics of banking,http://www.wikidata.org/entity/Q1424293,40264876924.05762
Kinder Morgan,Q931032,KMI,petroleum industry,http://www.wikidata.org/entity/Q931032,39863684515.88086
Valero Energy,Q1283291,VLO,petroleum industry,http://www.wikidata.org/entity/Q1283291,39813207746.33789
Hudson Pacific Properties,Q55614037,HPP,,http://www.wikidata.org/entity/Q55614037,39480351750.0
Deutsche Bank,Q66048,DB,financial services,http://www.wikidata.org/entity/Q66048,39273164221.54468
Atwood Oceanics,Q4818872,ATW,petroleum industry,http://www.wikidata.org/entity/Q4818872,38986490400.0
Ecolab,Q1282031,ECL,conglomerate,http://www.wikidata.org/entity/Q1282031,38690532528.07617
Barnes & Noble College Booksellers,Q4861508,BNED,retail,http://www.wikidata.org/entity/Q4861508,38659278400.0
Delta Air Lines,Q188920,DAL,aviation,http://www.wikidata.org/entity/Q188920,38348911104.0
Blackstone Group,Q880942,BX,financial services,http://www.wikidata.org/entity/Q880942,38300084684.50488
National Grid,Q1465461,NGG,electric power industry,http://www.wikidata.org/entity/Q1465461,37940625946.4436
State Street Corporation,Q2037125,STT,financial services,http://www.wikidata.org/entity/Q2037125,37034699162.45654
"Waste Management, Inc",Q2552219,WM,waste management industry,http://www.wikidata.org/entity/Q2552219,36998277717.94043
The Travelers Companies,Q942471,TRV,insurance,http://www.wikidata.org/entity/Q942471,36812695834.350586
DuPont,Q221062,DD,chemical industry,http://www.wikidata.org/entity/Q221062,36805602841.89551
Allstate,Q2645636,ALL,insurance,http://www.wikidata.org/entity/Q2645636,36804412030.52222
Southwest Airlines,Q503308,LUV,air transport,http://www.wikidata.org/entity/Q503308,36802991957.575195
Banco Santander (Brasil),Q2882087,BSBR,economics of banking,http://www.wikidata.org/entity/Q2882087,36517865728.427734
Public Storage,Q1156045,PSA,real estate investment trust,http://www.wikidata.org/entity/Q1156045,36464648000.0
American Electric Power,Q464092,AEP,electricity generation,http://www.wikidata.org/entity/Q464092,36187978711.32861
Air Products & Chemicals,Q407744,APD,,http://www.wikidata.org/entity/Q407744,35903492448.02588
Humana,Q910866,HUM,insurance industry,http://www.wikidata.org/entity/Q910866,35439281246.33789
Koninklijke Philips Electronics N.V.,Q170416,PHG,electrical industry,http://www.wikidata.org/entity/Q170416,35292082385.2793
Johnson Controls plc,Q667865,JCI,,http://www.wikidata.org/entity/Q667865,35248777374.76758
HP Inc.,Q21404084,HPQ,software industry,http://www.wikidata.org/entity/Q21404084,35091952546.12988
Southern Copper Corporation,Q7569806,SCCO,mining,http://www.wikidata.org/entity/Q7569806,35036287513.73291
Zoetis,Q8073337,ZTS,pharmaceutical industry,http://www.wikidata.org/entity/Q8073337,34947397460.45239
Eaton Corporation,Q48872,ETN,industrial manufacturing,http://www.wikidata.org/entity/Q48872,34614519597.968994
Baxter International,Q761965,BAX,medical equipment,http://www.wikidata.org/entity/Q761965,34613815747.40527
Target Corporation,Q1046951,TGT,retail,http://www.wikidata.org/entity/Q1046951,34328872728.0
Boston Scientific,Q894585,BSX,,http://www.wikidata.org/entity/Q894585,34205492353.17383
General Mills,Q629998,GIS,food industry,http://www.wikidata.org/entity/Q629998,33804965266.319824
TE Connectivity,Q663452,TEL,electronics,http://www.wikidata.org/entity/Q663452,33585615683.532715
Forum Energy Technologies,Q20708639,FET,list of oilfield service companies,http://www.wikidata.org/entity/Q20708639,33485370000.0
Aon plc,Q739518,AON,professional service,http://www.wikidata.org/entity/Q739518,32812580000.0
ArcelorMittal,Q27893,MT,iron and steel industry,http://www.wikidata.org/entity/Q27893,32809837611.49585
Progressive Corporation,Q7248721,PGR,vehicle insurance,http://www.wikidata.org/entity/Q7248721,32799416142.27295
PT Telkom Indonesia (Persero),Q2305438,TLK,telecommunications,http://www.wikidata.org/entity/Q2305438,32547999802.089844
Thomson Reuters,Q1141267,TRI,media industry,http://www.wikidata.org/entity/Q1141267,32526695195.358887
McKesson Corporation,Q570473,MCK,product distribution,http://www.wikidata.org/entity/Q570473,32178567667.90332
Fresenius Medical Care,Q650259,FMS,health care,http://www.wikidata.org/entity/Q650259,32158917933.10547
Sysco,Q2376711,SYY,wholesale,http://www.wikidata.org/entity/Q2376711,31747457480.69763
ICICI Bank,Q1653258,IBN,economics of banking,http://www.wikidata.org/entity/Q1653258,31444633497.916016
Fidelity National Information Services,Q1411295,FIS,financial services,http://www.wikidata.org/entity/Q1411295,31129110748.413086
HCA Corporation,Q1630431,HCA,health care,http://www.wikidata.org/entity/Q1630431,30752079997.924805
Ecopetrol,Q1282130,EC,petroleum industry,http://www.wikidata.org/entity/Q1282130,30618248503.186523
Marathon Petroleum,Q458363,MPC,petroleum industry,http://www.wikidata.org/entity/Q458363,30474778498.33716
Tyson Foods,Q1325987,TSN,agriculture,http://www.wikidata.org/entity/Q1325987,30428813685.455322
PPG Industries,Q48754,PPG,paint,http://www.wikidata.org/entity/Q48754,29727886242.340088
CRH,Q1053299,CRH,building material,http://www.wikidata.org/entity/Q1053299,29657246922.830322
Synchrony Financial,Q18387139,SYF,financial services,http://www.wikidata.org/entity/Q18387139,29351979760.63965
Cummins,Q173476,CMI,manufacture of machinery and equipment,http://www.wikidata.org/entity/Q173476,29070879766.430176
MPLX,Q105965677,MPLX,,http://www.wikidata.org/entity/Q105965677,28529692208.091797
SK Telecom,Q493145,SKM,mobile phone industry,http://www.wikidata.org/entity/Q493145,28389713835.40576
Restaurant Brands International,Q18619470,QSR,food service,http://www.wikidata.org/entity/Q18619470,28242190349.716187
Moody's Corporation,Q675585,MCO,financial services,http://www.wikidata.org/entity/Q675585,28208271116.638184
VF Corporation,Q457960,VFC,clothing industry,http://www.wikidata.org/entity/Q457960,27533921588.19873
Freeport-McMoRan,Q1453620,FCX,mining,http://www.wikidata.org/entity/Q1453620,27473037459.960938
Corning Inc.,Q5842736,GLW,biotechnology,http://www.wikidata.org/entity/Q5842736,27429921017.824585
Chunghwa Telecom,Q717531,CHT,telecommunications,http://www.wikidata.org/entity/Q717531,27276571292.479736
Exelon,Q1383669,EXC,energy industry,http://www.wikidata.org/entity/Q1383669,27182498153.16687
Yum! Brands,Q668737,YUM,retail,http://www.wikidata.org/entity/Q668737,27136385480.069824
Roper Technologies,Q16932392,ROP,conglomerate,http://www.wikidata.org/entity/Q16932392,26766355000.0
Rogers Communications,Q165684,RCI,telecommunications,http://www.wikidata.org/entity/Q165684,26560555796.59253
Weyerhaeuser,Q1780382,WY,pulp and paper industry,http://www.wikidata.org/entity/Q1780382,26548698114.133545
Parker Hannifin,Q1470619,PH,industrial manufacturing,http://www.wikidata.org/entity/Q1470619,26414213662.338257
Consolidated Edison,Q1127536,ED,energy industry,http://www.wikidata.org/entity/Q1127536,26319292324.901367
Stanley Black & Decker,Q706094,SWK,power tool,http://www.wikidata.org/entity/Q706094,26184864276.7334
Public Service Enterprise Group,Q930919,PEG,public utility,http://www.wikidata.org/entity/Q930919,26018675088.0
Nokia,Q1418,NOK,computer network,http://www.wikidata.org/entity/Q1418,26017478520.878906
Royal Caribbean Group,Q427881,RCL,cruise line,http://www.wikidata.org/entity/Q427881,25658440771.65332
Sun Life Financial,Q835456,SLF,financial services,http://www.wikidata.org/entity/Q835456,25574143169.557617
Ameriprise Financial,Q2843129,AMP,financial services,http://www.wikidata.org/entity/Q2843129,25410841748.7959
Dollar General,Q145168,DG,retail,http://www.wikidata.org/entity/Q145168,25258168220.12329
Williams Companies,Q930639,WMB,petroleum industry,http://www.wikidata.org/entity/Q930639,25233615524.496704
"Valhi, Inc.",Q22909604,VHI,holding company,http://www.wikidata.org/entity/Q22909604,25113257118.213135
Telefônica Brasil,Q20059505,VIV,telecommunications,http://www.wikidata.org/entity/Q20059505,24725614210.077393
AvalonBay,Q4827537,AVB,real estate investment trust,http://www.wikidata.org/entity/Q4827537,24661614806.21338
Digital Realty Trust,Q5275969,DLR,real estate investment trust,http://www.wikidata.org/entity/Q5275969,24453076516.389404
Xcel Energy,Q1486956,XEL,public utility,http://www.wikidata.org/entity/Q1486956,24443007075.21826
Equity Residential,Q187740,EQR,real estate industry,http://www.wikidata.org/entity/Q187740,24387752074.90393
POSCO,Q483946,PKX,iron and steel industry,http://www.wikidata.org/entity/Q483946,24020363860.548096
M&T Bank,Q3272257,MTB,economics of banking,http://www.wikidata.org/entity/Q3272257,23999815191.00952
Hilton Worldwide,Q1057464,HLT,hospitality industry,http://www.wikidata.org/entity/Q1057464,23991301164.47998
The Hershey Company,Q1056637,HSY,"manufacture of cocoa, chocolate and sugar confectionery",http://www.wikidata.org/entity/Q1056637,23915990808.173096
TJX Companies,Q1285819,TJX,retail,http://www.wikidata.org/entity/Q1285819,23901510709.644775
Zimmer Biomet Holdings,Q203552,ZBH,biomedical engineering,http://www.wikidata.org/entity/Q203552,23814284481.6687
Kroger,Q153417,KR,retail,http://www.wikidata.org/entity/Q153417,23771041860.687256
Welltower,Q20486917,WELL,real estate investment trust,http://www.wikidata.org/entity/Q20486917,23724225730.300903
Rockwell Automation,Q1529234,ROK,,http://www.wikidata.org/entity/Q1529234,23696304136.59668
Rockwell International,Q1348664,ROK,aerospace industry,http://www.wikidata.org/entity/Q1348664,23696304136.59668
DXC Technology,Q28782856,DXC,quaternary sector of the economy,http://www.wikidata.org/entity/Q28782856,23310430638.598633
Pacific Gas and Electric Company,Q1815011,PCG,,http://www.wikidata.org/entity/Q1815011,23061584390.57666
Hewlett Packard Enterprise,Q19923099,HPE,software industry,http://www.wikidata.org/entity/Q19923099,22888260542.06128
International Paper,Q202972,IP,pulp and paper industry,http://www.wikidata.org/entity/Q202972,22720161343.658447
Republic Services,Q7314415,RSG,waste management,http://www.wikidata.org/entity/Q7314415,22596951913.114746
Energy Transfer,Q5377000,ETP,petroleum industry,http://www.wikidata.org/entity/Q5377000,22591869678.621094
Franklin Templeton Investments,Q744683,BEN,financial services,http://www.wikidata.org/entity/Q744683,22492603950.50049
KB Kookmin Bank,Q496606,KB,financial sector,http://www.wikidata.org/entity/Q496606,22462280437.548218
Archer Daniels Midland,Q632694,ADM,food processing,http://www.wikidata.org/entity/Q632694,22414740382.737305
Wausau Paper,Q16986877,WPP,pulp and paper industry,http://www.wikidata.org/entity/Q16986877,22303206034.248047
WPP plc,Q1318049,WPP,marketing,http://www.wikidata.org/entity/Q1318049,22303206034.248047
PPL,Q2044512,PPL,electricity supply company,http://www.wikidata.org/entity/Q2044512,22290190549.468994
Boston Properties,Q4844439,BXP,real estate industry,http://www.wikidata.org/entity/Q4844439,22270368961.168945
"Workday, Inc.",Q8034666,WDAY,software industry,http://www.wikidata.org/entity/Q8034666,22172197734.451294
ONEOK,Q11074156,OKE,public utility,http://www.wikidata.org/entity/Q11074156,21981258936.15808
Korea Electric Power Corporation,Q486737,KEP,electricity supply company,http://www.wikidata.org/entity/Q486737,21898413301.23047
Devon Energy,Q1206980,DVN,petroleum industry,http://www.wikidata.org/entity/Q1206980,21755700801.849365
Agilent Technologies,Q393762,A,high-performance liquid chromatography,http://www.wikidata.org/entity/Q393762,21596284547.88867
Canadian Natural Resources,Q1032229,CNQ,,http://www.wikidata.org/entity/Q1032229,21589258788.476807
"Ventas, Inc.",Q19865761,VTR,real estate investment trust,http://www.wikidata.org/entity/Q19865761,21519224377.951904
FEMSA,Q1435628,FMX,brewing industry,http://www.wikidata.org/entity/Q1435628,21368447747.23816
Sasol,Q905998,SSL,petroleum industry,http://www.wikidata.org/entity/Q905998,21367394651.84619
Shinhan Financial Group,Q491325,SHG,financial services,http://www.wikidata.org/entity/Q491325,21087361922.26465
Shinhan Bank,Q487230,SHG,financial sector,http://www.wikidata.org/entity/Q487230,21087361922.26465
Citizens Financial Group,Q5122694,CFG,economics of banking,http://www.wikidata.org/entity/Q5122694,21018168686.651
WEC Energy Group,Q8027166,WEC,,http://www.wikidata.org/entity/Q8027166,20963647877.74585
KeyBank,Q1740314,KEY,economics of banking,http://www.wikidata.org/entity/Q1740314,20866469856.208374
"IQVIA Holdings, Inc.",Q305473,IQV,pharmaceutical industry,http://www.wikidata.org/entity/Q305473,20687542239.238037
Magna International,Q697311,MGA,automotive industry,http://www.wikidata.org/entity/Q697311,20623289517.004395
The Hartford,Q444110,HIG,,http://www.wikidata.org/entity/Q444110,20502803555.29785
Best Buy,Q533415,BBY,retail,http://www.wikidata.org/entity/Q533415,20485196767.456055
Mohawk Industries,Q6893780,MHK,conglomerate,http://www.wikidata.org/entity/Q6893780,20471474953.52588
Nucor,Q1645081,NUE,iron and steel industry,http://www.wikidata.org/entity/Q1645081,20214434533.52002
Eversource Energy,Q3344199,ES,public utility,http://www.wikidata.org/entity/Q3344199,20020857576.705933
Newmont Mining Corporation,Q1785405,NEM,mining,http://www.wikidata.org/entity/Q1785405,20008328464.272095
United Airlines Holdings,Q871700,UAL,air transport,http://www.wikidata.org/entity/Q871700,19967385252.044678
Ferrari,Q22243729,RACE,automotive industry,http://www.wikidata.org/entity/Q22243729,19777645949.157715
AMC Theatres,Q294721,AMC,entertainment,http://www.wikidata.org/entity/Q294721,19761370000.0
Lennar Corporation,Q16981175,LEN,construction,http://www.wikidata.org/entity/Q16981175,19717412024.07837
HDFC Bank,Q631047,HDB,financial services,http://www.wikidata.org/entity/Q631047,19626299990.69458
